benchmark,YalSAT-DDFW,TaSSAT-LiWeT,UBCSAT-DDFW,YalSAT-prob 
51a1a0c6a1230845d08325fd39dd22b3-SGI_30_60_30_30_2-dir.shuffled-as.sat03-132.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d3ba0e84cf018fc9caa78a76ad58375b-hcp_CP26_26.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2c7f53ede328263a433d01bfdd1114f2-logistics-rotate-10t6.shuffled-as.sat05-1134.cnf.xz,5.33,31.76,30.29,71.58
1f39844e4b9a6fc619e485cdbe2c5b5f-gus-md5-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
de68b9c4a820e17a53956e015371605e-rbsat-v2400c266431g3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a32c569c987b9e2f00cccc5124efcf75-VanDerWaerden_pd_2-3-18_300.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b7770ebc4d821c53130da4183a3dae50-preimage_80r_491m_160h_seed_391.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
35789168b67a74985804902008251269-tseitingrid6x200_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6e9ded47ab8168922d7e78757649b830-Nb8T63.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,88.23
5d04e26490462c5e78a113bb8135bc14-avg-checker-5-35.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cbfdc1183daf7250681c3ab1f3f07397-blocks-blocks-36-0.170-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
257220373426d7a2d8d4e7d1b21db6a6-c7n_s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
57f34c7f226121206e07b7219879838d-satellite1_v01a.shuffled-as.sat05-4052.cnf.xz,0,0,0,0
b8143c9dd3b3dd3d141ec816b0fa0760-QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf.xz,67.75,31.34,39.85,TIMEOUT
21f17c144185a505bb4a918e61d1e3bd-shift1add.29940.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
340d69ecc5f4a8385a9c3a7c1e97d714-ezfact256_1.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
40ac4a7d722252e791f52d6548e444bf-hole10.cnf.mis-98.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f2907371083767cf2ff568a49f376838-SAT_dat.k80-24_1_rule_2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3f6eaf6621669afa72876a5c72a96c8e-satsgi-n26himBHm28-p0-q293.cnf.xz,0.01,0.01,0.01,0.01
f34db24777a632045566b34b16c615dd-urquhart3_25.shuffled-as.sat03-1553.cnf.mis-101.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
62c763bdf8d351b15df3a4d62a03eba0-g2-ak128astepbg2asisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
92dcc93fa35f4029f1b50dcf0aade90d-ctl_3082_415_unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f98c70f0e223de2aefb98a348fa73c44-rope_0075.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
606bd8b9c178c8445d8c3fc413d46885-mp1-klieber2017s-1000-024-eq.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b9ed6fd14f4fc969ec966a4b54c36872-n320p5q2_n.apx_16.cnf.xz,0.74,60.69,8.87,714.03
11cda83ca0d5328422f779158aa5f795-newton.2.3.i.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
01979ca4966cc363ec3caeebd8d3fc31-connm-ue-csp-sat-n600-d0.04-s1979668539.used-as.sat04-981.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
48d079d491164cf1ceeb1859f9aa3c2c-QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6077e9ca9382b71a639b9edd23bc198f-mrpp_4x4#4_4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a4aa9ccc565c5cde0cfb5dfd9f4deaf4-Kakuro-easy-127-ext.xml.hg_7.cnf.xz,TIMEOUT,1521.77,TIMEOUT,TIMEOUT
0261b44c278c36459061c368aa00575a-EDP3-12000.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5fda7cdb6519a94f2edcaf1e3f280cd0-manol-pipe-c7b_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
36e318243695ce6262805797e8535aa4-countbitsarray08_32.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
93df1b811a2d4a854c3e6bb6addfb661-SGI_30_70_28_60_5-log.shuffled-as.sat03-178.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2fe40704cdbb0ba99635e8d1a050b0a1-ndist.b.27485.cnf.xz,TIMEOUT,179.16,59.41,15.26
ff4b033c2a2da4100f0b1e83c49c5f80-Circuit_multiplier25.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1eaa50c1a65464ef6a3f65f46f6d1a44-UCG-20-5p1.cnf.xz,TIMEOUT,246.21,TIMEOUT,TIMEOUT
9421f6e82c45ee7b58d5bcbe860ca3cc-ex051_9-sc2018.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c5534c218a09cf54c02e131d32117dbd-maxxororand064.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
943a87b49ba217d185c610eaeafcf970-gensys-brn006.shuffled-as.sat05-3671.cnf.xz,1.3,0.26,0.5,330.97
3c4ac805726d78a869ff8116ee3533db-homer18.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
072785fd927ff0fd180ce8b9cc00078f-20180321_140826713_p_cnf_320_1120.cnf.xz,0.18,0.06,0.19,0.04
787fd7b0f4d779fdabfbbd3dd29f8db4-battleship-4-6-unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9fd6dbff45e733efac099c276573a642-new-difficult-21-168-19-90.cnf.xz,7.1,8.94,9.42,0.48
c87d77dd5456866cf10d56e0e05bbdc8-bvadd_17322.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
54abd7dd5ed7dd1d003f3e56d021d768-mrpp_4x4#8_7.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
43e6f6ae706e7d57a1dafc5e27505d0f-g2-T109.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6f0b265e2297268c31213e0b43154a2c-em_9_3_5_all.cnf.xz,8.25,77.42,976.7,5.9
dbed016ad952d8105c1a8149681d9b21-Urquhart-s5-b8.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9041c035d9fcaff1b94598f0fc07aa77-SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
29cdfa5d3fa13d709b509d8194f5e1da-ibm-2004-1_11-k80.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5ed0bbcb957ecc8ef2a049620f91385a-c3540-s.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
182c5a778acfc4512d833b76dce2b621-3col40_5_3.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
829d75d6c2814ff99b1c300c43247f28-pb_200_03_lb_03.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
adad55ca677b29b0dc1e3dd724ff0363-hgen2-v450-s41511877.shuffled-as.sat03-1682.cnf.xz,1783.61,1956.07,2119.23,TIMEOUT
430ba56a847b87445b66b9df28f14d05-20-100-lambda100-14_sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5ea0f107a1905a8e0446af0c92d6a160-fphp-014-012.shuffled-as.sat05-1215.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
06d2543c151c2478fde159c6dc0424ac-udiv45prop.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1e0d58c7e52319b3b17e343ec7ca6de5-QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
df2a127272ad859e841ad407a8ed2757-tseitingrid6x145_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5f3042793127010ea9f496a8f40ab8a0-ferry10_ks99a.renamed-as.sat05-3992.cnf.xz,0.12,0.05,0.13,6.56
99198fe75cfcff93cae855f7336aaa8c-gto_p60c295.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5d471ba40853f3e82d2e9af5cf2a5f4f-apn-sbox5-cut4-symmbreak.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d8e3290dab78fcd69c92a73c03f70630-full-bg-gb-7-ce.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4c9c02f80d49a2cb914230a01f4b433a-VanDerWaerden_pd_2-3-21_406.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e273e0bf8ff1fa2a797b41f9a5f4beb5-fixedbandwidth-eq-35_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9ef9243ff051b32795890fccd6c3f6b2-sum_of_3_cubes_50_bits_91.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,239.85
94833a9e9b5feca8f4cd409141d3e2d0-urqh1c2x5.shuffled-as.sat03-1460.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d6d4e4a171bc0c90d2a5c8bb8d43466d-54bits_13.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3a3beb1a5f6022e09955df9fd645cf8f-cnf-r4-b4-k1.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
368939174c293be56ed64756b17b6c9a-dalumul.miter.shuffled-as.sat03-349.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8acadf537a2743d7335a2fd42fc12994-tseitingrid7x140_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bf9d2264a78dd60c9e8793d909cc6186-frb-40-19-1-mgd_c18.cnf.xz,6.8,0.18,16.38,0.07
1d49cc104b84dae244a7b535ff59d7aa-snw_13_8_CCSpreOptnopre.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3df4057f6ca11c57e2d3e8f24234cd5b-marg3x3add4.shuffled-as.sat03-1446.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0a7c533c247dac95d79cc0ff3cd0fb9f-rphp4_100_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
655995219ca8db20470540fe9e0b0b71-7-5-6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b997e08d6443f645bde80f13772c59fe-php-060-060.shuffled-as.sat05-1169.cnf.xz,0.08,0.06,0.1,0.04
0b718ab9c97252d173487b79e0d1101a-ae_rphp095_04.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a196b503607952e2f1d67438d8ccc86d-VanDerWaerden_pd_2-3-24_567.cnf.xz,90.92,50.74,77.52,69.14
9148c8f12dc097135fed02dcb0f802a2-am_6_6.used-as.sat04-339.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a5841f9058a32893132e8583144db040-smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
840df285912c570dd79cfaa896c7f5fb-Cake_9_20.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bdc65687e5f6f813cd558b33a8f495bf-Ptn-7824-b08.cnf.xz,1.69,3.86,1.97,2401.64
ed34fc571e420540a0b42d81fd650e3c-dated-5-17-u.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6e1d60d158cb1b74f9405acce3075ae5-instance_n3_i3_pp_ci_ce.cnf.xz,0.04,0.06,TIMEOUT,2.62
2cddf2882451cbf057dce063728da9ae-Schur_160_5_d27.cnf.xz,TIMEOUT,3886.05,TIMEOUT,TIMEOUT
a2358435c224774b7552f1d4249e79ed-php-070-057.shuffled-as.sat05-1184.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7bcbe64c5bdad9b53ca0aae0000e3bcf-apn-sbox6-cut4-helpbox26.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
64cde914155e5a8314fbc0251482007e-Trivium_no_init_out350_known_last142_1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
43e9826f4a546e9da84b6bd8adaa6827-manthey_DimacsSorter_31_4.cnf.xz,2576.99,TIMEOUT,625,TIMEOUT
34169ab2f3579c35987e1639d2e4835c-g2-hwmcc15deep-oski15a10b08s-k23.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8e883992b13498772ed8af6df10e557c-ctl_3082_415_unsat_pre.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
531684b79f1a8e19cf14d091d0b7c934-gt-018.shuffled-as.sat05-1292.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3db38a90085107e738587a90c790384e-38bits_10.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
417807e4c1f2829471bcd8981304b2d6-abw-K-dwt__234.mtx-w54.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
17af580f88aa4043b86ce1960c0ae7eb-3bitadd_31.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4d0ae0b3f567394a2ff24434f656d15e-shuffling-2-s1241010979-of-bench-sat04-429.used-as.sat04-706.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fbd5795dd8533cc97e6cdf2440adacf7-g2-ak128boothmodasaig.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4c42377dc3f15465757cb69fb69ca404-sgen4-sat-250-8.cnf.xz,129.37,87.05,207.59,287.19
c6e03256680b96b52e3345a497333c2b-hwb-n24-02-S786928571.shuffled-as.sat03-1618.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d24c4be23d0c9627849bbc646aa8909d-rbcl_xits_18_SAT.cnf.xz,0.12,0.12,0.14,1.05
de3aeb3e027567f5922246d620724d90-MD5-32-5.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2615e8390d8d47c5384bce1d2f49cb07-eqbpdtlf12bparrc12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1094358cc79c387e172b2a82559faf65-ccp-s5-facto2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b67539fcf963803446a5193ee8480616-sat_prob_143.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e4cc0b4fb0efb76363cb55a50726a913-VanDerWaerden_pd_2-3-31_915.cnf.xz,2042.05,TIMEOUT,276.09,TIMEOUT
1bbfa338869ad186ccd345c316a8bed5-hwb-n32-03-S717522696.shuffled-as.sat05-499.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
dcdfb7b6a5e319f915449dcb2464304d-vlsat2_40170_5970608.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c92a00e686eb4d9a9e05d2ecfb174dd8-battleship-24-46-sat.cnf.xz,0.02,0.01,0.08,0.18
f3dfa624c79a45a047d6ff8d48501454-term1_gr_2pin_w3.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
76a3cb7644b4b47135b9ac9e2e374982-2000009987fw.shuffled-as.sat03-1664.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
90269b99c4857a01bf75cb3bf121c9c7-php-045-045.shuffled-as.sat05-1167.cnf.xz,0.04,0.02,0.03,0.02
84b277ae4a4cb05f7c62b501b20e7a6f-VanDerWaerden_pd_2-3-22_445.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
180d76bceb59ef99fdceef095becd8a2-velev-vliw-sat-4.0-b1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0a5ae0d5af40b6d41f8be446811aa796-mp1-blockpuzzle_8x8_s1_free4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8876209aa5a7687a914b1b6e0d08a233-f1000.shuffled.cnf.xz,1.14,0.57,0.04,0.15
655681362024c10869610709e1a22246-minxorminand128.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
529368029977c0f315a703cce818eb55-Nb51T6-sc2018.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
095e78b37897df838f5137b24aa59ed6-marg3x5.shuffled-as.sat03-1452.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
caae9c4cb6b5e22d8642eb305d62f17e-sted1_0x0-350.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
84732661a082f6f9739927fbf8d23e86-sokoban-p04.sas.ex.13.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a931fb0e1490883ee7719eab96ed558a-T87.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a09a8d4ffd7067814f4c724d592d653b-instance_n6_i6_pp.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5e2d07ffde107945ffb862f9ad6e4fb7-mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cb2a16bfc3ac8f82905935b946dfd1fb-SGI_30_70_26_50_3-log.shuffled-as.sat03-166.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c51946462f76108b9c877cbcc4226cb8-gt-012.shuffled-as.sat05-1289.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
22db60babd4b54fb86dee87ead8e14ca-9vliw_m_9stages_iq3_C1_bug3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8e27e1a8a840eb474fe3f07108bcf4c5-SC21_Timetable_C_181_E_34_Cl_12_S_4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a0585897e79756b9624673592d13ee06-spg_200_317.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6f680f99d6de739e8d8eab8a6a26dba5-SGI_30_60_28_50_8-log.shuffled-as.sat03-129.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f0d0bb56966dbd1af684bd3ba9a7c739-Schur_161_5_d25.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
37bd63d7f7d9b9923401a81af8026465-par32-1.debugged.cnf.xz,0.03,0.02,0.04,0.01
72a033a7a86f1b89b1bdd8e28a97ecdf-frb80-14-1.used-as.sat04-879.cnf.xz,9.11,469.39,1881.11,23.08
9e95d307a750dbd52374a2f94817e0a1-g2-T154.1.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5e5fe73a2e0ffc8e19873298566919fb-rbsat-v760c43649gyes3.cnf.xz,1019.94,120.62,593.97,29.05
005ccb378ced61c02105ed7ee0a62038-mm-2x2-5-0-s.1.shuffled-as.sat03-1496.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2fe9a4ad4b9e00a857d11534429703cf-fphp-020-015.shuffled-as.sat05-1218.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ad202768293c1e8d4581a00d13adcd31-countbitswegner064.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
05817b4e1add561af0e1165e01fb48cc-q_query_3_l45_lambda.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
96dd95221ca118d5e38fa2a41af4fc71-iso-ukn004.shuffled-as.sat05-3627.cnf.xz,0.06,0.01,0.39,0.9
eeb21ce83dc636bfe80b7b653ca5334c-em_11_3_4_exp.cnf.xz,1,26.67,1.26,69.01
e8a188835a2623fb53f68b374a18edf0-baseballcover11with25_and5positions.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
55ffab46adf458305b637bee7f04c23c-gensys-brn006.shuffled-as.sat05-2750.cnf.xz,0.03,0.01,0.04,0.02
1113541da043983ac674e70d62f3aab6-008.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ef901de4fdfe01598c33b37ac4e935c9-sgen1-unsat-139-100.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
517f58e1de08c7cf88a35b9a59a3af05-fphp-030-025.shuffled-as.sat05-1220.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e98b84e9e4c3030e2e8550e90cc0a991-bf1355-462.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24b9e9a09d0879eaeee53b1e2f23134a-mp1-Nb6T25.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,2119.46
a5d5758c249f1997e103df820c1b52e6-gensys-brn007.shuffled-as.sat05-3672.cnf.xz,2.89,1.63,6.34,4144.33
042846b7b23a617ad1730e9eb2dbdceb-ctl_4291_567_9_unsat_pre.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ec6ceeb1325ed0c99db7f1447dc68b66-ak064modbtmodbtisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bfa413f21636b12a606b27916336523f-ndhf_xits_13_UNSAT.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d5c7e4f652eb3f83023299856487ec0c-iso-brn004.shuffled-as.sat05-2929.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
80b32ccb260456d060982044b5dbe2ae-hanoi4u.shuffled-as.sat03-399.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ce636f1b8af96c134a2911efd63b7f14-battleship-7-13-sat.cnf.xz,0,0,0,0
510445b1f2ac3ec50d16ffdf11b3904e-ccp-s7-facto3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9aaadc9d5e63938b3711ea6689579055-mp1-9_49.cnf.xz,161.71,44.92,2680.41,797.35
51925dbfcd5534b312265098fd439b12-bvsdiv_19.smt2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
84aa1539d89e2a43b001b8ce1721c3f2-MM-23-no-type3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a4038a5b9d17604451b60671107ada03-sokoban-p16.sas.ex.21-sc2016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
341c4f501ceb036a1ff19f653986cf04-ip36.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83008eace6e2f1e42516e69b5d49a4fb-ooo.rf8.ucl.sat.chaff.4.1.bryant.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3d1937ecb0b6f18a64a04b39fa9ce429-contest04-connm-ue-csp-sat-n800-d0.04-s362703357.sat05-548.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
476517518916e4a97730e9c52d3b4be1-gensys-brn005.shuffled-as.sat05-2749.cnf.xz,1.81,0.97,1.8,19.49
f157df1208c06caaa5cf11371704b87b-edit_distance041_182.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9b9be379792c3a6014d9f55e2b693284-mp1-ps_5000_21250_3_0_0.8_0_1.50_4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3cb2d7a04f72b9d8cedfcd011170687a-Nb11T118.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,35
21c8393ab167357d0ae8040c61338bc0-complete-300-0.1-18-98765432130018.cnf.xz,195.52,72.13,152.02,0.03
d101818b960a155e1be4d8e2bb8a531a-fclqcolor-30-20-20.shuffled-as.sat05-1272.cnf.xz,379.01,2.81,347.54,52.69
4c89e8704c4970eaa101e160cc0710dc-vda_gr_rcs_w8.shuffled.cnf.xz,666.72,230.26,169.68,TIMEOUT
8833e4051c5a45aa3d704469f9f20908-MVD_ADS_S10_6_6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ddeff6f803b4d0dbb79c841589d3fff9-newpol6-8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c602a712213cb8bb2d132bf217a430b9-filter_iir_true-unreach-call.c.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0e95945de777e522ea509512bb49b4d4-4col240_9_2.shuffled.cnf.xz,120.47,7.44,235.06,193.99
55429f8ce62ce01fcdd56e8de86f2722-gensys-brn004.shuffled-as.sat05-2681.cnf.xz,3.73,17.72,5.34,28.87
5fcfad9a73901d5b08c57f82f9c5cf95-bf1355-466.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4eb58fc46ea3055cc3f543c73264d402-20180322_164224543_p_cnf_320_1120-sc2018.cnf.xz,0.65,1.77,0.28,0.67
1dc8ac7be7b58d0ffa0005f003b00ad8-ctl_4291_567_2_unsat_pre-sc2013.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6ff70a3aaf261b35b0b072f454a756be-crafted_n10_d6_c4_num9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ce506e5be563394b7315c7dace0b93a3-slp-synthesis-aes-bottom21.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b0bdac823fe24b03a84600086b1ae403-mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
83e46af71fc28dd5eb40651630c2a6b5-50bits_14.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
91a2200bf9ee50eff911bd822d949580-sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4b0afcc5aedad542ee87820713ed3157-battleship-15-15-unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
02257f12aa71e6622d2bf4d0f7111ebf-sgen1-unsat-139-100.cnf.mis-105.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e3af834dc000505c6097cdf63f9c586c-3blocks.cnf.mis-137.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
