benchmark,YalSAT-DDFW,TaSSAT-LiWeT,UBCSAT-DDFW,YalSAT-prob 
d73632fec32a7c578f7226e275146c53-smtlib-qfbv-aigs-bin_eventlogadm_vc344392-tseitin.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2bc12d122b5113f99285fc8f71593bf4-newton.2.3.i.smt2-cvc4-sc2016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a88dcbc4b23784eaeb4afdde82d4da67-MUS-v310-4-sc2013.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
19411327b5cd25df49f7b91c3f86dcf2-dp12u11.shuffled-as.sat03-423.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6c34b7032712e16b08d97a0449d610e2-puzzle30_sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a4a6ae97ecf76430189f4e42d175d4e3-tseitingrid4x195_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5b23055a341e73ef74fe2b8a15e96497-mix034_rmo.opt_false-unreach-call.i-cbmc-u2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
039b45f4a3979c9176b115bb8e88342f-genurq8Sat.shuffled-as.sat03-1514.cnf.xz,0,0,0.01,0
4a94b67c9c3740f8d8ea0abe26f15c28-manthey_single-ordered-initialized-w44-b6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
28b3e198ddd246e95d91bbc06e6b2989-CNP-5-1300.cnf.xz,2.14,1.61,2.23,30.83
4ab31f42fda8f9e38e546fc3a6ed3341-slp-synthesis-aes-bottom14.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4e64bcc4ea340ba97509d9252a01a0dd-pbl-00100.shuffled-as.sat05-1327.shuffled-as.sat05-1327.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e318e2ac78b473091c3c2197afd7fc98-544707209399nw.shuffled-as.sat03-1671.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e5f5dbace0183455d167a88100312c34-Nb52T6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6ae9c8ca214ba34d8e77297d316f6e77-simon-s02b-k2f-gr-rcs-w8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e7645102745dc82e76d48b8a9ac38bec-manol-pipe-c9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6a0ef4920a1b29a713e636d3f80de204-equilarge_l3.shuffled-as.sat05-520.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fd2e75fe078d33d72ed04eb4cf1042a8-q_query_3_l46_lambda.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2314dcec1bce868092465602b71b5825-gensys-ukn005.shuffled-as.sat05-3845.cnf.xz,39.72,19.02,14.3,TIMEOUT
7586d7569f2b20dead0a25013318f93b-magicSquare-8_glb.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ae70d30c894d81578069acd91d3eb3f3-hcb5.shuffled-as.sat03-1433.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
613be3fce8fa3e517d10e292f0a2542d-string_compare_safety_cbmc_unwinding_690.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
916e8027cafecc698ed5404a005bc69f-SC21_Timetable_C_557_E_73_Cl_37_S_35.cnf.xz,TIMEOUT,823.12,TIMEOUT,TIMEOUT
a487321a03f27b463a3ed27c04bf3a46-arcfour_initialPermutation_6_56.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
13002f51482d0b78e9f98fae1672d99a-aes_64_2_keyfind_1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3bb48fae4d5a76ee23d85e713d23c50c-Schur_161_5_d34.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
48cc1c3bde47c2e5d8c3eca17e9e25ee-hcp_d14_14.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
880d9bf224768bf5ff256472682573c8-maxxororand128.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b61f18124b4fd9993e6d7f81e2c8897c-rbsat-v1150c84314g7.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,888.97
ba093c6ed285bf1e5643ca761cf8b8b2-ferry7_v01a.renamed-as.sat05-4002.cnf.xz,0.01,0.01,0.01,0.15
0dd29074a3f1ffa57429990b5260d5fe-sokoban-p20.sas.ex.21.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
eda21c1adf5ffb7da982e844f3405982-combined-crypto1-wff-seed-133-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
912b89dd471295d3c72c66d0192dff72-randomG-B-Mix-n18-d05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5f7a2d97e713941c8f62b2e8d5ff5f0c-ferry7_ks99i.shuffled-as.sat05-4068.cnf.xz,51.95,7.7,182.22,TIMEOUT
8ba338c1cc39e717d6dd4f2bdbc3fb83-at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5ed0b040888c1630e746bdcd40c3396e-hid-uns-enc-6-1-0-0-0-0-18123.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1be2fc96e9c10ceb11491d884141c581-ibm-2002-20r-k75.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d8755fbffec770ee33cb4169b91b77d9-sha1r17m75a_p.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5f56845fa92df816e64296ccf4b0ee36-connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
12d79233413fe38d99a604487d2c3515-170058143.cnf.xz,0.11,0.38,0.49,0.12
e87e93daea1e1fafeaef8cce2c167ded-atco_enc1_opt1_03_56.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7e36c51e4ba07b5d291864732d105a36-Mycielski-10-hints-9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e413c9b2f778c586990a054dff100d89-e2_1.c.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f70cade238a34edab854f2c5cac881ea-fixedbandwidth-eq-40_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
44b249f51321a2bf38f730534b781bec-c880_gr_rcs_w7.shuffled.cnf.xz,0.15,0.09,0.07,0.29
dea0f4c12895e945f674fa60145b395e-mutcb14.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c3c80c8b7e9a4eb4c99be20bee4e2c48-problem_21.smt2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f4215829cd6dd9c735cf07f2c6355b04-mod2c-rand3bip-sat-200-3.shuffled-as.sat05-2460.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c7d10eee6ce5f663697f3146ec866c69-urqh1c2x3.shuffled-as.sat03-1458.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0831000a5a9727aa5fa3332df10cdb57-edn_20403_12.cnf_0.08000000.unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a1fe3a0ef9e24d357270316154296954-8-4-9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0995a4bc27c94bca1d53bf83de369fd0-T93.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9465255db68e03d8658d4cc7296e4b9e-ibm-2002-29r-k75.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c747ec9b3f81730aa9cff350b4ec74b1-ctl_4291_567_6_unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bd4029974222c7876aba4d12d20fc41e-c7552mul.miter.shuffled-as.sat03-347.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0ddb14f3c94bcd7233ef0c64bc1ffc56-mod2-3cage-unsat-9-18.shuffled-as.sat05-2593.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
be4ce3028b630dba1614d26d03f12a32-gensys-ukn004.shuffled-as.sat05-3583.cnf.xz,0.05,0.13,0.09,0.52
b5aaab86d16888ac407029c7440dc8fb-ccp-s10-facto1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
87bc2ca74b0f055b899ab6b838b6d71b-ex145_11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ba17ace6632a1e28fe4499d8a9e6143c-g2-ak128astepbg1btisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fd972d87a0e61efaba7890da38a12f8c-g2-T122.1.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
41fefa5c3ea3a327f9fbd892f94fc813-connm-ue-csp-sat-n800-d0.02-s925928766.used-as.sat04-961.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cf71149e4f09e0fe0d1b9e67d21dcf6c-Nb8T62.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,2.33
d1c947f1d47e2dbdcff871768391c0c8-SAT_instance_N=63.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d221fec411c76011f99818b1c37fdf9a-sted1_0x1e3-300.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f1b952d8c17500928f9b8ce531fb627b-rbsat-v760c43649gyes3.cnf.xz,103.63,97.58,289.15,13.49
1e3bc16711797a3757873f6768a50bf9-simon03:sat02:w08_14.used-as.sat04-359.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
26d1a43c2e8064faffd54bb81484926e-countbitssrl032-sc2009.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
43e1cc469be3087b024dc0b5f4b01d5c-5cnf_3500_3500_30f1.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4c6e57f5552d546278e192b6e332635a-SE_PR_WS_500_16_70_10.apx_0.cnf.xz,TIMEOUT,31.83,TIMEOUT,395
cab122ecb0ca8f09d0e53eb81ac4bcf9-erin2_0x0_n207-379.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1ee3caea6793a2b3580e86b16e13bcf0-sgen1-unsat-133-100.cnf.mis-99.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8c49a922ef8eb6a266ab39667d10b3e2-iso-ukn002.shuffled-as.sat05-2676.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7e6c50fca3fa82baa5934ea7b170c368-par32-2-c.debugged.cnf.xz,0,0,0.01,0
cf1a5622deb1bb224e619af9485bb01e-FlowerSnark-k6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
440726d9140cd2414b7d42b3f3dbb97a-ak064paralbg2btaig.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
00d239e486137a4f7264adb4fb57d5ae-hwb-n24-01-S1048418025.shuffled-as.sat03-1617.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
278b9675cbaff7baeeb3e519746eec8d-x1_48.shuffled-as.sat03-1592.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9d58803352a8d9d7e9400412e0c6b8d3-010-23-80.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
28e45a3e488ddac73b6116cc6f3e67e0-g2-T99.2.0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cd45de8e357af61f4dfc5d0f48ff2b91-apn-sbox6-cut5-helpbox29.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2e20dea74a345197d1adf368856da6f2-ndist.b.22495.cnf.xz,TIMEOUT,114.46,36.49,8.55
a87e18789493f69e6b092606ab05d0b3-gss-21-s100.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
48c10853589afbbd3c7d09ef0157559a-instance_n8_i8_pp_ci_ce.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0f58a7071d2f55a22c5aa62c42e26675-mp1-21.3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
482bb6ba5fa5d4ea00b38e33510d43c2-depots2_v01a.renamed-as.sat05-3948.cnf.xz,0,0,0,0.1
65cbdd1fa0abf1d2e31ba48b5cfbcb16-een-tip-sat-vis-eisen.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bf423e868f17d482233adb880abfb92a-sp5-26-19-bin-stri-flat-noid.cnf.xz,1295.44,1893.15,656.24,290.84
b13e24a50fa51d70052af82f22abd940-Urquhart-s3-b4.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9ea405d0e26087a10e6c13578f4d5cb7-factoring54018521x562448657.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8eff52e3ffd54c1f551f08cb6070778c-gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
867b4087ca3a1b9e163c27cc638d8751-gensys-brn007.shuffled-as.sat05-2751.cnf.xz,0.39,0.06,0.02,0.72
a69a67958ace48a3412a12eb219725a2-SGI_30_80_17_90_7-dir.shuffled-as.sat03-189.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2a6f21741efb8f8abbfdfe30f22ba9f8-Mycielski-11-hints-4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
14e21c70a36bbf25a525d835ceab52da-fphp-045-045.shuffled-as.sat05-1209.cnf.xz,0.04,0.04,0.06,0.03
32a6ada84634400021d4512724517386-shuffling-2-s600266287-of-bench-sat04-431.used-as.sat04-708.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9218d6273ed3439f7f829fe413946543-Urquhart-s5-b1.shuffled-as.sat03-1570.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
36fd6d5704c8e5d60c91c53d60597365-school1_nsh.col.14.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4349766428c6b640585f1f4b02cbefbc-hard-20-U-10652.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d757153fe13d0d43535f39d18e9ad360-tseitingrid7x130_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
93fe24a901eaf8196d17a182bcd2ef4f-g2-hwmcc15deep-oski15a14b04s-k16.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4690253f6a70aef95039e56b4cad156e-hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1aa1fac1ce123fd825c7846e075c03a1-safe029_power.opt_false-unreach-call.i-cbmc-u2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8caf2b777335870d8b54c0321da33e78-aaai10-planning-ipc5-pathways-17-step21-sc2011.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f349621e75ede4e9e9422b3d0f677268-instance_n2_i2_pp.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4e088c9266507eb6bd7022206ed15b48-gto_p60c231.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3fb05fb0c950b33188185660e5b07497-ccp-s6-facto3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c99fbb392c6adaf2835a455b1818e8e2-vlsat2_32480_4362044.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0de99d1b407af4eda689e2945fa86813-3col180_5_6.shuffled.cnf.xz,2.55,0.1,0.3,0.1
69e2da9381c6547152b38b1cf1033ae7-hgen8-n260-02-S1396509323.shuffled-as.sat05-481.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c0d028c8343a4231ed0ba6758668b23c-hitag2-7-60-0-0x39ff85d4ef127de-52.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
939ff1d8b5438a9be5e8b447205d08a1-dp04s04.shuffled.cnf.xz,0.02,0.39,0.73,4.5
1f77a8cda544f1bd1e305cae526d864e-bf1355-227.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
376fa5669a710c95b0b8d4c7a798f9f0-prime_a22_b22.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b4a9d8e472f004a93122f17280617101-lksat-n2000-m6840-k3-l4-s597665846.used-as.sat04-917.cnf.xz,1.01,0.13,2.39,0.26
c0f1f8f6a2bb07b28ac001636cfa7cf2-sgen1-sat-160-100.cnf.mis-127.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
66ab346df72c5effa292342037bc3909-snw_13_8_pre.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2285ff99f985f8f926d5159299cc8787-73.smt2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a6108ce30f9288e9d0c22bb072a1f6d4-gus-md5-10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2fcd5152cc1a5dc67243cc7766eb6056-unsat-pbl-00090.sat05-1326.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ef6ce3d713703f009b5718ff19b05edd-rbsat-v1375c111739g6.cnf.xz,TIMEOUT,576.91,TIMEOUT,349.47
291709c47f0a249944f717e6ef951109-mm-2x2-7-7-sb.1.shuffled-as.sat03-1493.cnf.xz,477.62,66.33,960.92,TIMEOUT
09e6779ba720bc9c22bae55653614d53-crafted_n11_d6_c3_num4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2226a27a174c7ddb3f2d48840b0f8b7a-MM-23-2-4-B.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5f58c0cdbfd5245f26126d071c0a6c0d-f10bid.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
916b4b9eefff73e916f6b9e60afad056-fsf-300-354-2-2-3-2.58.opt.cnf.xz,97.94,0.45,149.54,1.55
dba368a504f627a9fb95cf0b65b512ea-170153306.cnf.xz,0.17,0.13,0.79,0.06
0e187bcfd6e67f3045edc17b9d9bd0e2-add_01_1000_4.smt2-cvc4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4da0a6b2df4e019692573208b3ddceed-ecarev-110-1031-23-40-8-sc2018.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3ed1c508cce52678ac4c38503f041997-prime2209-77.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e8c15e457f571669f578870fc3361ef6-equilarge_m1.used-as.sat04-898.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
88e09ac9993c54adc66293189133043d-fphp-035-034.shuffled-as.sat05-1235.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
144889e68fb25ec33f1d81cab4c26581-manthey_DimacsSorter_31_6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b9bd54b8bef204bdafa168f9a52e0fee-queueinvar20.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c66167837eaad5a6ddc6ee40fa77488f-fphp-012-012.shuffled-as.sat05-1200.cnf.xz,0,0,0,0
81c36c1f55a6ee8e180f53f140ce05a3-01-integer-programming-20-30-40.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1959e881d4c05176d92d1511330f924e-minandmaxor064.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4c33ad406ac0cadae0198d62017e8ba7-q_query_3_L70_coli.sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2a1eb78598e61da31a1d4765c18d026e-rbsat-v945c61409gyes1.cnf.xz,207.98,84.93,174.76,0.18
aa00e2ab41cbe5641f24ef271e9da851-urqh3x5.shuffled-as.sat03-1478.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0227c865edaeda75e13eea36d57b7eed-sdiv40prop.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5fea03f266f60a417e85af49a5d769e5-full-bg-gb-8-ce.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
84fa7692871637ad13b8d2f8445358bb-sortnet-6-ipc5-h11-unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
53d3ce8946ab4b014740c1278b37f433-rook-63-1-1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
498aa1bd31540416e1d179c02316e14e-pb_200_05_lb_00.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3ba34c4ba9ce3e33349beb0f8ba7df5c-uum8.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f543c8769f40a00fbcf94a08b1a3217f-rand_net70-60-5.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e7c1f8b37096cdd80fa07c4078883cd4-qg1-8.shuffled.cnf.xz,0.34,1.78,2.3,5.64
d464cb004c09aa6cb6adbff77fb8b97c-hcp_d20_20.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
19d28dbff9188a8bd38bcf78a6a3f4aa-total-5-11-u.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9d6c3a17db33f907fe00f6d9efce63c0-eulcbip-9-UNSAT.shuffled-as.sat05-3938.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
85e0d376454ba1fe286837072de8bf32-mod2c-rand3bip-sat-200-2.shuffled-as.sat05-2459.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8ad616fee73b8713c9ee67f29f99b503-fdmus_b22_488.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e03135d34b6810b1164d0911b3957c26-SGI_30_70_30_60_2-log.shuffled-as.sat03-186.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
edc2d0c4456df4ab5f57b98f9c726f4c-q_query_3_l47_lambda.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e4db88470b307f4241b06a1d671f12f3-mod2c-rand3bip-sat-180-3.shuffled-as.sat05-2430.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d94cfe712031abae0fc94e4310b319df-rope_0004.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
11cc29a1a68a2c47dcf1dce5bf214af2-64bits_11.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
137ce786edc85a0dfb57bb979faed4bf-dp02s02.shuffled.cnf.xz,0.01,0.01,0.04,0.03
a63d26265186f94bab7640ee29132e67-rbsat-v945c61409g8.cnf.xz,TIMEOUT,1142.15,TIMEOUT,1.58
874bdedb23926bd0df8ef574e981fd2f-marg2x6.shuffled-as.sat03-1444.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7e8b079e8b33a84b4c309486a706bb27-Urquhart-s5-b10.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9fe09fe68f45fdffa276f46c01c0f2d6-LABS_n081_goal007.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
542bc521dfc843751118a12bd7f7b5f6-modgen-n200-m90860q08c40-19419.cnf.xz,4.06,0.49,4.29,4.13
9ee21377e11b3f384760fcc90ab27d8c-rbsat-v945c61409gyes7.cnf.xz,600.77,674.32,TIMEOUT,66.44
d2e92ad424f2bdf1115e3edbeb1630b1-g2-hwmcc15deep-6s44-k38.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8b6635639b3d4c02c28f28410f286d85-preimage_80r_494m_160h_seed_378.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5e4c0a8e068c90325093e087d2e5b25c-mutcb12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b5916fcddc9b1e992383d861bdd7829e-php-014-014.shuffled-as.sat05-1159.cnf.xz,0,0,0,0
88a3fd31ea2cbdbe596ead8e01b6cbd9-ae_rphp035_05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
88849daabda2e712f659c6edbc142229-ncc_none_2_18_8_3_1_0_435991723.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
13f68a9b7623c96105f8a3ebf8366943-iso-ukn007.shuffled-as.sat05-3388.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
02627689047d06fbb642eef14768d751-ps_200_300_70.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1005eec69abcc300e1c0d22bd08ad143-total-10-13-u.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
12ebd70c1846efa7337844610e3b209f-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.075-NOTKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
35f94ec2c67ec6f831157b23b039121f-Urquhart-s5-b6.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9639776a8e53169c5ac16493a7daead2-cmu-bmc-barrel6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
656822ff35dc3ffae052fa512260dd44-48bits_14.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fa76f3afaa2efd95d535acde49020b3d-Ptn-7824-b21.cnf.xz,0.23,0.32,0.31,58.68
0a7555a2a68abdd45b80a8db1a919a6a-ferry10_v01a.renamed-as.sat05-3993.cnf.xz,0.05,0.06,0.04,15.11
65376cdf169c61ee9fd5819af48797f3-tph15.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bd39f27a6ff74a059b318d302c9ba2ee-Timetable_C_497_E_62_Cl_33_S_30.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
be737be50314bf745c3e20638dc3e83b-f10nidw-sc2012.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ae5316a6e04102a9ca4cd594daaf22e3-aaai10-planning-ipc5-pipesworld-12-step16.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
